ticker,horizon,variant,n,accuracy,f1,cohen_kappa,rmse_rv,mae_rv,roc_auc,sharpe_ratio,sortino_ratio,pt_p_value,umbral_calibrado,accuracy_calibrado,f1_calibrado,cohen_kappa_calibrado,sharpe_ratio_calibrado,sortino_ratio_calibrado,pt_p_value_calibrado,colapsado_05,colapsado_cal
KO,20,cross_attention,461,0.5336225596529284,0.695898161244696,-0.004336944075714166,0.04310926795005798,0.024929573759436607,0.5551666729728707,0.04480026748319328,0.06258959498557803,0.8245455703828031,0.5554475365527745,0.5292841648590022,0.5988909426987061,0.03962943407094521,0.18160831428946986,0.26479371877856034,0.1919174376862227,False,False
KO,20,early_fusion,461,0.5357917570498916,0.6977401129943502,0.0,0.017431732267141342,0.01427147351205349,0.5092984978621968,0.04829919285263925,0.06748437522430234,,0.5581836104393005,0.5140997830802603,0.4909090909090909,0.039386779288916984,0.07747800299576213,0.11119279909277346,0.19208331032221515,True,False
KO,20,late_fusion,461,0.5357917570498916,0.6977401129943502,0.0,0.04109760746359825,0.03223901242017746,0.5351886185629422,0.04829919285263925,0.06748437522430234,,0.5454339415862642,0.527114967462039,0.57421875,0.04398698654896216,0.16552243835752412,0.24300793173555388,0.171456285220834,True,False
KO,20,price_only,461,0.5357917570498916,0.6977401129943502,0.0,0.019949767738580704,0.014071465469896793,0.5579287903439404,0.04829919285263925,0.06748437522430234,,0.5754910856485367,0.5075921908893709,0.5504950495049505,0.006701280457129921,0.2797073446653289,0.42201927733212774,0.4426688820203982,True,False
KO,20,text_only,461,0.5314533622559653,0.6914285714285714,-0.00665197436260323,0.08407139033079147,0.03491272032260895,0.53696696810322,0.029464303030076838,0.041087009793794274,0.6953028655956319,0.5568808245247808,0.5314533622559653,0.5304347826086957,0.06797206986278292,0.09486359689140332,0.135375446499012,0.06983929654393517,False,False
KO,60,cross_attention,381,0.4225721784776903,0.5940959409594095,0.0,0.04622709006071091,0.039607934653759,0.6095990965556183,-0.33389229575753726,-0.4240351584076003,,0.6130190212279558,0.5328083989501312,0.5527638190954773,0.09964951409909195,0.16881348287158218,0.2579341913374333,0.0174397281031492,True,False
KO,60,early_fusion,381,0.4225721784776903,0.5940959409594095,0.0,0.019576052203774452,0.016074392944574356,0.5215132693393563,-0.33389229575753726,-0.4240351584076003,,0.6346603731314341,0.5564304461942258,0.3474903474903475,0.04073119497042732,0.3034398942679934,0.4816090508574181,0.1969809682855903,True,False
KO,60,late_fusion,381,0.4225721784776903,0.5940959409594095,0.0,0.029237426817417145,0.02343350276350975,0.5172219085262564,-0.33389229575753726,-0.4240351584076003,,0.6574440896511078,0.5748031496062992,0.19801980198019803,0.03196361355081545,0.3654823916582439,0.5910705855975474,0.1850472164153647,True,False
KO,60,price_only,381,0.4225721784776903,0.5940959409594095,0.0,0.02225000225007534,0.018429933115839958,0.6982213438735179,-0.33389229575753726,-0.4240351584076003,,0.6500409096479416,0.5905511811023622,0.5760869565217391,0.1919406150583245,0.44695968340337855,0.7568856603069694,5.6067680916149776e-05,True,False
KO,60,text_only,381,0.4225721784776903,0.5940959409594095,0.0,0.07818274199962616,0.039207011461257935,0.45866741953698476,-0.33389229575753726,-0.4240351584076003,,0.640375692397356,0.5695538057742782,0.3050847457627119,0.049904205820636705,0.2451413126640499,0.3684027292041442,0.13030899989408384,True,False
QQQ,5,cross_attention,491,0.5539714867617108,0.7129750982961992,0.0,0.02288459613919258,0.01767127774655819,0.5581688154713941,0.17412061324734687,0.2419771188779637,,0.5856737025112275,0.539714867617108,0.5311203319502075,0.09357795167535243,0.7786930817993385,1.2219970320697076,0.016057544992467365,True,False
QQQ,5,early_fusion,491,0.5539714867617108,0.7129750982961992,0.0,0.022603370249271393,0.017896169796586037,0.6085314262691377,0.17412061324734687,0.2419771188779637,,0.5525873759497515,0.570264765784114,0.5667351129363449,0.1519028790818373,0.7418473707818644,1.1116504911518574,0.0002686411145739198,True,False
QQQ,5,late_fusion,491,0.5580448065173116,0.7095046854082999,0.01688550153630386,0.02207488939166069,0.01658512093126774,0.5787335482138061,0.27792842457464056,0.38991863831135987,0.17007358538286943,0.546776506340938,0.515274949083503,0.4663677130044843,0.06009812595511932,0.3383124627893324,0.49962142683558347,0.07413004048651206,False,False
QQQ,5,price_only,491,0.5539714867617108,0.7129750982961992,0.0,0.02534141205251217,0.022548822686076164,0.49133763094278804,0.17412061324734687,0.2419771188779637,,0.5678440523051057,0.4847250509164969,0.43400447427293065,0.000434513224490507,0.27101507364307037,0.41928313626704533,0.49583725003424595,True,False
QQQ,5,text_only,491,0.5478615071283096,0.6991869918699187,-0.0013596193065941176,0.030895812436938286,0.0256347618997097,0.5629364759602471,0.16257449043771113,0.2262668958056399,0.5248413289909002,0.5416489443798297,0.5682281059063137,0.6117216117216118,0.1254977736705032,0.7098248274009779,1.0806785839028519,0.0026865080763702753,False,False
QQQ,20,cross_attention,461,0.5770065075921909,0.7317744154057771,0.0,0.04365324229001999,0.03456762805581093,0.5428378638904955,0.3272587718155639,0.4702629583049361,,0.660001672547439,0.47071583514099785,0.22784810126582278,0.055359602270818487,-0.036133650096111386,-0.05229191306303289,0.01500617847628083,True,False
QQQ,20,early_fusion,461,0.5770065075921909,0.7317744154057771,0.0,0.036915410310029984,0.027982251718640327,0.5916522074416811,0.3272587718155639,0.4702629583049361,,0.6449131518602371,0.5531453362255966,0.5813008130081301,0.10896978795271162,0.391798998985148,0.5952741427557474,0.00870138270183618,True,False
QQQ,20,late_fusion,461,0.5770065075921909,0.7317744154057771,0.0,0.044821597635746,0.03493015095591545,0.5229901677270098,0.3272587718155639,0.4702629583049361,,0.6737838148556906,0.4511930585683297,0.19682539682539682,0.021099985731911075,-0.1840841407820493,-0.2591644867240802,0.20187723555870352,True,False
QQQ,20,price_only,461,0.5770065075921909,0.7317744154057771,0.0,0.024389106780290604,0.02092118002474308,0.35777906304222096,0.3272587718155639,0.4702629583049361,,0.6562559684288913,0.39045553145336226,0.25857519788918204,-0.13034562795040272,-0.5801806530891889,-0.7584969344153444,0.9998107625879413,True,False
QQQ,20,text_only,461,0.5770065075921909,0.7317744154057771,0.0,0.05236160010099411,0.044687118381261826,0.576354347406979,0.3272587718155639,0.4702629583049361,,0.6760155972221802,0.5336225596529284,0.49411764705882355,0.10977482777513303,0.2762839144238069,0.4103308772367242,0.004245082729568472,True,False
QQQ,60,cross_attention,381,0.6377952755905512,0.7788461538461539,0.0,0.07708187401294708,0.06309705227613449,0.401920438957476,0.6521747626760417,1.0905314390651786,,0.8455745875835419,0.4015748031496063,0.2348993288590604,-0.0006911805363560841,-0.46097697523041764,-0.561869285713203,0.5095387240820515,True,False
QQQ,60,early_fusion,381,0.6377952755905512,0.7788461538461539,0.0,0.048679646104574203,0.03644309937953949,0.46901652054631116,0.6521747626760417,1.0905314390651786,,0.7643214265505472,0.5223097112860893,0.5687203791469194,0.06025369978858364,0.2097466196856682,0.32786971222108685,0.10606121680219693,True,False
QQQ,60,late_fusion,381,0.6377952755905512,0.7788461538461539,0.0,0.1038840264081955,0.09509723633527756,0.3786008230452675,0.6521747626760417,1.0905314390651786,,0.8386295279487967,0.35958005249343833,0.19736842105263158,-0.07874399498711959,-0.7134685352681237,-0.7950927410070139,0.9952289661581769,True,False
QQQ,60,price_only,381,0.6377952755905512,0.7788461538461539,0.0,0.040335867553949356,0.03218023478984833,0.40493230750879705,0.6521747626760417,1.0905314390651786,,0.7675815805171927,0.4199475065616798,0.24573378839590443,0.03586273230050496,-0.3766470987623974,-0.47313788315459654,0.09693393319355859,True,False
QQQ,60,text_only,381,0.6377952755905512,0.7788461538461539,0.0,0.062257517129182816,0.047111231833696365,0.44691954434305475,0.6521747626760417,1.0905314390651786,,0.7570940563455224,0.47506561679790027,0.5327102803738317,-0.04158123513491341,0.02192643184942418,0.032370814932499936,0.803037900949154,True,False
SPY,5,cross_attention,491,0.5763747454175153,0.6666666666666666,0.11112658404121989,0.021417753770947456,0.017725985497236252,0.5796400752081654,1.0188326599482547,1.5650501055811556,0.004358519998139743,0.5098910715415893,0.570264765784114,0.634315424610052,0.11744060245171961,1.1428104183427723,1.7965264810919144,0.004267488397103225,False,False
SPY,5,early_fusion,491,0.5539714867617108,0.7129750982961992,0.0,0.01649402268230915,0.012628594413399696,0.5111217432178351,0.13181656076184403,0.17827167615301368,,0.5425091593371711,0.5132382892057027,0.46292134831460674,0.056551136409316416,0.40703582273734856,0.6004465108338114,0.08648238386998708,True,False
SPY,5,late_fusion,491,0.5539714867617108,0.7129750982961992,0.0,0.019778838381171227,0.016116367653012276,0.5538208434058556,0.13181656076184403,0.17827167615301368,,0.5822306157123704,0.5519348268839104,0.6745562130177515,0.03673978954877832,0.35994461738807776,0.4976564678979334,0.15899297281833213,True,False
SPY,5,price_only,491,0.5539714867617108,0.7129750982961992,0.0,0.02163640595972538,0.01967122219502926,0.5090652699435939,0.13181656076184403,0.17827167615301368,,0.5299009989630356,0.5315682281059063,0.603448275862069,0.036663595727983056,0.6237898116782853,0.9612105242958943,0.20535495427004036,True,False
SPY,5,text_only,491,0.5519348268839104,0.7097625329815304,-0.0020965916470303547,0.027023646980524063,0.024253783747553825,0.5691646521622348,0.12518461690567453,0.16960222735386593,0.582514427113303,0.5506353711309703,0.5519348268839104,0.6793002915451894,0.03216557656124008,0.34648102635966993,0.48151893516533145,0.18044154385836852,False,False
SPY,20,cross_attention,461,0.5553145336225597,0.7140864714086471,0.0,0.03148815780878067,0.025496063753962517,0.5383384146341463,0.25662872983656154,0.3634434820696452,,0.5483240115231484,0.5574837310195228,0.7068965517241379,0.016029128651544267,0.30060465094804556,0.4326353820184486,0.22732549947114022,True,False
SPY,20,early_fusion,461,0.5553145336225597,0.7140864714086471,0.0,0.027577180415391922,0.021089371293783188,0.5203125,0.25662872983656154,0.3634434820696452,,0.6949795505096172,0.4750542299349241,0.47391304347826085,-0.03670594357506607,-0.006586315901462204,-0.009558795998519984,0.7908292383446276,True,False
SPY,20,late_fusion,461,0.5553145336225597,0.7140864714086471,0.0,0.043991632759571075,0.03889121115207672,0.5407774390243902,0.25662872983656154,0.3634434820696452,,0.748957850809755,0.4945770065075922,0.33618233618233617,0.05087875869259795,-0.0562378934309984,-0.08085126011755286,0.07371723472813152,True,False
SPY,20,price_only,461,0.5553145336225597,0.7140864714086471,0.0,0.020588841289281845,0.016383996233344078,0.4628715701219512,0.25662872983656154,0.3634434820696452,,0.6660554740449478,0.527114967462039,0.5977859778597786,0.02834767475587352,0.41883745111603954,0.6613364032774028,0.26933257390748255,True,False
SPY,20,text_only,461,0.5553145336225597,0.7140864714086471,0.0,0.050360970199108124,0.04596411809325218,0.5207126524390244,0.25662872983656154,0.3634434820696452,,0.5911603950220963,0.5466377440347071,0.6957787481804949,-0.003269641276617996,0.2018375496689281,0.28549793131513107,0.551537360057561,True,False
SPY,60,cross_attention,381,0.6876640419947506,0.8096,0.08695652173913049,0.06532834470272064,0.05543827265501022,0.709250418500837,0.6545104505412513,1.052198011660313,5.733002075503091e-05,0.8303683027625084,0.6404199475065617,0.7370441458733206,0.16969696969696968,0.6163456537273895,1.0681773485322834,0.000438852079429064,False,False
SPY,60,early_fusion,381,0.6666666666666666,0.8,0.0,0.047771938145160675,0.038952916860580444,0.6992063984127969,0.5165556911279133,0.7865282244431578,,0.8037198688834906,0.6509186351706037,0.7407407407407407,0.2067594433399602,0.6507746928440532,1.1472458714458043,2.6398405640781775e-05,True,False
SPY,60,late_fusion,381,0.6666666666666666,0.8,0.0,0.0789351835846901,0.07224976271390915,0.5801661603323207,0.5165556911279133,0.7865282244431578,,0.7505946923047304,0.5748031496062992,0.6567796610169492,0.1066176470588236,0.2199776211100116,0.3268381834170118,0.01674533951610868,True,False
SPY,60,price_only,381,0.6666666666666666,0.8,0.0,0.034984491765499115,0.027402134612202644,0.5459110918221837,0.5165556911279133,0.7865282244431578,,0.7521622336159149,0.4776902887139108,0.508641975308642,0.022913256955810257,-0.18496843305703467,-0.23726759196760375,0.3018401702749087,True,False
SPY,60,text_only,381,0.6666666666666666,0.7961476725521669,0.03053435114503822,0.08820454776287079,0.08244962245225906,0.6081282162564325,0.5321133683079425,0.8221879897222607,0.10635713972216754,0.8945883363485336,0.3674540682414698,0.1602787456445993,0.008230452674897082,-0.378986754402504,-0.4995545194028696,0.34941706208423406,False,False
